,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_class_label,sponsor_role.senator_rank,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
81,bill,senate_bill,S.,108,referred,2003-11-10,"This bill was introduced on November 10, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1841,,81786,2003-11-10,False,False,https://www.govtrack.us/congress/bills/108/s1841,False,"[[datetime.datetime(2003, 11, 10, 0, 0), 2, Read twice and referred to the Committee on Armed Services., <action datetime=""2003-11-10"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Armed Services.</text>
    </action>
  ]]",bill,1841,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1841:,S. 1841 (108th): Cold War Medal Act,Cold War Medal Act,"[[short, introduced, Cold War Medal Act], [official, introduced, A bill to amend title 10, United States code, to provide for the award of a military service medal to members of the Armed Forces who served honorably during the Cold War era.]]",Cold War Medal Act
82,bill,senate_bill,S.,108,referred,2004-06-24,"This bill was introduced on June 24, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2577,,81789,2004-06-24,False,False,https://www.govtrack.us/congress/bills/108/s2577,False,"[[datetime.datetime(2004, 6, 24, 0, 0), 2, Read twice and referred to the Committee on Commerce, Science, and Transportation., <action datetime=""2004-06-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Commerce, Science, and Transportation.</text>
    </action>
  ]]",bill,2577,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2577:,S. 2577 (108th): Broadband Rural Research Investment Act of 2004,Broadband Rural Research Investment Act of 2004,"[[short, introduced, Broadband Rural Research Investment Act of 2004], [official, introduced, A bill to provide incentives to promote broadband, telecommunications services in rural America, and for other purposes.]]",Broadband Rural Research Investment Act of 2004
83,bill,senate_bill,S.,108,referred,2004-04-08,"This bill was introduced on April 8, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2312,,81891,2004-04-08,False,False,https://www.govtrack.us/congress/bills/108/s2312,False,"[[datetime.datetime(2004, 4, 8, 0, 0), 2, Read twice and referred to the Committee on Commerce, Science, and Transportation., <action datetime=""2004-04-08"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Commerce, Science, and Transportation.</text>
    </action>
  ]]",bill,2312,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2312:,S. 2312 (108th): SAFE-ID Act,SAFE-ID Act,"[[short, introduced, SAFE-ID Act], [official, introduced, A bill to regulate the transmission of personally identifiable information to foreign affiliates and subcontractors.]]",SAFE-ID Act
84,bill,senate_bill,S.,108,referred,2004-07-22,"This bill was introduced on July 22, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2748,,81906,2004-07-22,False,False,https://www.govtrack.us/congress/bills/108/s2748,False,"[[datetime.datetime(2004, 7, 22, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2004-07-22"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
      <reference ref=""CR S8735"" label=""text of measure as introduced""/>
    </action>
  ]]",bill,2748,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2748:,S. 2748 (108th): Baby Selling Prohibition Act of 2004,Baby Selling Prohibition Act of 2004,"[[short, introduced, Baby Selling Prohibition Act of 2004], [official, introduced, A bill to prohibit the giving or acceptance of payment for the placement of a child, or obtaining consent to adoption.]]",Baby Selling Prohibition Act of 2004
85,bill,senate_bill,S.,108,referred,2004-06-24,"This bill was introduced on June 24, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2582,,81952,2004-06-24,False,False,https://www.govtrack.us/congress/bills/108/s2582,False,"[[datetime.datetime(2004, 6, 24, 0, 0), 2, Read twice and referred to the Committee on Environment and Public Works., <action datetime=""2004-06-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Environment and Public Works.</text>
    </action>
  ]]",bill,2582,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2582:,S. 2582 (108th): A bill to establish a grant program to support broadband-based economic development efforts.,A bill to establish a grant program to support broadband-based economic development efforts.,"[[official, introduced, A bill to establish a grant program to support broadband-based economic development efforts.]]",A bill to establish a grant program to support broadband-based economic development efforts.
86,bill,senate_bill,S.,110,referred,2007-10-25,"This bill was introduced on October 25, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2244,,76580,2007-10-25,False,False,https://www.govtrack.us/congress/bills/110/s2244,False,"[[datetime.datetime(2007, 10, 25, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2007-10-25"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,2244,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s2244:,"S. 2244 (110th): Lead Elimination, Abatement, and Poisoning Prevention Act of 2007","Lead Elimination, Abatement, and Poisoning Prevention Act of 2007","[[short, introduced, Lead Elimination, Abatement, and Poisoning Prevention Act of 2007], [short, introduced, LEAPP Act of 2007], [official, introduced, A bill to require the Secretary of Health and Human Services to carry out demonstration projects and outreach programs for the identification and abatement of lead hazards, to establish the Joint Task Force on Lead-Based Hazards and the Task Force on Children's Environmental Health and Safety, to strengthen the authority of the Secretary of Housing and Urban Development, and for other purposes.]]","Lead Elimination, Abatement, and Poisoning Prevention Act of 2007"
87,bill,senate_bill,S.,110,referred,2008-09-26,"This bill was introduced on September 26, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3635,,76748,2008-09-26,False,False,https://www.govtrack.us/congress/bills/110/s3635,False,"[[datetime.datetime(2008, 9, 26, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2008-09-26"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,3635,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3635:,"S. 3635 (110th): Supporting Mentors, Supporting Our Youth Act of 2008","Supporting Mentors, Supporting Our Youth Act of 2008","[[short, introduced, Supporting Mentors, Supporting Our Youth Act of 2008], [official, introduced, A bill to authorize a loan forgiveness program for students of institutions of higher education who volunteer to serve as mentors.]]","Supporting Mentors, Supporting Our Youth Act of 2008"
88,resolution,senate_concurrent_resolution,S.Con.Res.,110,pass_over_senate,2008-01-22,"This resolution was introduced in a previous session of Congress and was passed by the Senate on January 22, 2008 but was never passed by the House.",Passed Senate,S.Con.Res. 63,,76825,2007-12-19,False,False,https://www.govtrack.us/congress/bills/110/sconres63,False,"[[datetime.datetime(2007, 12, 19, 0, 0), 2, Referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2007-12-19"" state=""REFERRED"">
      <text>Referred to the Committee on Health, Education, Labor, and Pensions.</text>
      <reference ref=""CR S16018"" label=""text of measure as introduced""/>
    </action>
    ], [datetime.datetime(2008, 1, 22, 0, 0), 5, Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2008-01-22"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent.</text>
      <reference ref=""CR S155-156"" label=""text as passed Senate""/>
    </vote>
    ]]",resolution,63,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:sconres63:,"S.Con.Res. 63 (110th): A concurrent resolution expressing the sense of the Congress regarding the need for additional research into the chronic neurological condition hydrocephalus, and for other purposes.","A concurrent resolution expressing the sense of the Congress regarding the need for additional research into the chronic neurological condition hydrocephalus, and for other purposes.","[[official, introduced, A concurrent resolution expressing the sense of the Congress regarding the need for additional research into the chronic neurological condition hydrocephalus, and for other purposes.]]","A concurrent resolution expressing the sense of the Congress regarding the need for additional research into the chronic neurological condition hydrocephalus, and for other purposes."
89,bill,senate_bill,S.,110,referred,2007-06-27,"This bill was introduced on June 27, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1705,,76900,2007-06-27,False,False,https://www.govtrack.us/congress/bills/110/s1705,False,"[[datetime.datetime(2007, 6, 27, 0, 0), 2, Read twice and referred to the Committee on Foreign Relations., <action datetime=""2007-06-27"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Foreign Relations.</text>
    </action>
  ]]",bill,1705,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s1705:,S. 1705 (110th): Nuclear Terrorism Prevention Act of 2007,Nuclear Terrorism Prevention Act of 2007,"[[short, introduced, Nuclear Terrorism Prevention Act of 2007], [official, introduced, A bill to prevent nuclear terrorism, and for other purposes.]]",Nuclear Terrorism Prevention Act of 2007
90,bill,senate_bill,S.,110,referred,2007-08-02,"This bill was introduced on August 2, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1967,,76908,2007-08-02,False,False,https://www.govtrack.us/congress/bills/110/s1967,False,"[[datetime.datetime(2007, 8, 2, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2007-08-02"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,1967,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s1967:,S. 1967 (110th): New Savers Act,New Savers Act,"[[short, introduced, New Savers Act], [official, introduced, A bill to provide administrative ease and incentives for increased saving by Americans, and for other purposes.]]",New Savers Act
91,bill,senate_bill,S.,110,referred,2008-11-19,"This bill was introduced on November 19, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3706,,76931,2008-11-19,False,False,https://www.govtrack.us/congress/bills/110/s3706,False,"[[datetime.datetime(2008, 11, 19, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2008-11-19"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,3706,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3706:,S. 3706 (110th): Elimination of the Single Parent Tax Act of 2008,Elimination of the Single Parent Tax Act of 2008,"[[short, introduced, Elimination of the Single Parent Tax Act of 2008], [official, introduced, A bill to amend part D of title IV of the Social Security Act to prohibit States from charging child support recipients for the collection of child support.]]",Elimination of the Single Parent Tax Act of 2008
92,bill,senate_bill,S.,110,reported,2008-07-31,"This bill was introduced on July 31, 2008, in a previous session of Congress, but was not enacted.",Reported by Committee,S. 1911,,145248,2007-08-01,False,False,https://www.govtrack.us/congress/bills/110/s1911,False,"[[datetime.datetime(2007, 8, 1, 0, 0), 2, Read twice and referred to the Committee on Environment and Public Works., <action datetime=""2007-08-01"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Environment and Public Works.</text>
    </action>
    ], [datetime.datetime(2008, 7, 31, 0, 0), 3, Committee on Environment and Public Works. Ordered to be reported without amendment favorably., <calendar datetime=""2008-07-31"" state=""REPORTED"">
      <text>Committee on Environment and Public Works. Ordered to be reported without amendment favorably.</text>
    </calendar>
    ]]",bill,1911,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s1911:,S. 1911 (110th): TCE Reduction Act of 2008,TCE Reduction Act of 2008,"[[short, introduced, TCE Reduction Act of 2007], [short, introduced, Toxic Chemical Exposure Reduction Act of 2007], [short, reported to senate, TCE Reduction Act of 2008], [short, reported to senate, Toxic Chemical Exposure Reduction Act of 2008], [official, introduced, A bill to amend the Safe Drinking Water Act to protect the health of susceptible populations, including pregnant women, infants, and children, by requiring a health advisory, drinking water standard, and reference concentration for trichloroethylene vapor intrusion, and for other purposes.]]",TCE Reduction Act of 2008
93,bill,senate_bill,S.,110,pass_over_senate,2008-10-02,"This bill was introduced in a previous session of Congress and was passed by the Senate on October 2, 2008 but was never passed by the House.",Passed Senate,S. 3625,,145253,2008-09-26,False,False,https://www.govtrack.us/congress/bills/110/s3625,False,"[[datetime.datetime(2008, 9, 26, 0, 0), 2, Read twice and referred to the Committee on Homeland Security and Governmental Affairs., <action datetime=""2008-09-26"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Homeland Security and Governmental Affairs.</text>
    </action>
    ], [datetime.datetime(2008, 10, 2, 0, 0), 5, Passed Senate without amendment by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2008-10-02"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Passed Senate without amendment by Unanimous Consent.</text>
      <reference ref=""CR S10422"" label=""text""/>
    </vote>
    ]]",bill,3625,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3625:,"S. 3625 (110th): A bill to designate the facility of the United States Postal Service located at 245 North Main Street in New City, New York, as the “Kenneth Peter Zebrowski Post Office Building”.","A bill to designate the facility of the United States Postal Service located at 245 North Main Street in New City, New York, as the “Kenneth Peter Zebrowski Post Office Building”.","[[official, introduced, A bill to designate the facility of the United States Postal Service located at 245 North Main Street in New City, New York, as the ""Kenneth Peter Zebrowski Post Office Building"".]]","A bill to designate the facility of the United States Postal Service located at 245 North Main Street in New City, New York, as the “Kenneth Peter Zebrowski Post Office Building”."
94,bill,senate_bill,S.,110,referred,2007-02-07,"This bill was introduced on February 7, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 511,,145289,2007-02-07,False,False,https://www.govtrack.us/congress/bills/110/s511,False,"[[datetime.datetime(2007, 2, 7, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2007-02-07"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,511,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s511:,"S. 511 (110th): A bill to provide student borrowers with basic rights, including the right to timely information about their loans and the right to make fair and reasonable loan payments, and for other purposes.","A bill to provide student borrowers with basic rights, including the right to timely information about their loans and the right to make fair and reasonable loan payments, and for other purposes.","[[official, introduced, A bill to provide student borrowers with basic rights, including the right to timely information about their loans and the right to make fair and reasonable loan payments, and for other purposes.]]","A bill to provide student borrowers with basic rights, including the right to timely information about their loans and the right to make fair and reasonable loan payments, and for other purposes."
95,bill,senate_bill,S.,110,referred,2008-07-22,"This bill was introduced on July 22, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3307,,145424,2008-07-22,False,False,https://www.govtrack.us/congress/bills/110/s3307,False,"[[datetime.datetime(2008, 7, 22, 0, 0), 2, Read twice and referred to the Committee on Veterans' Affairs., <action datetime=""2008-07-22"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Veterans' Affairs.</text>
    </action>
  ]]",bill,3307,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3307:,S. 3307 (110th): PRO-VETS Act of 2008,PRO-VETS Act of 2008,"[[short, introduced, PRO-VETS Act of 2008], [short, introduced, Providing Real Outreach for Veterans Act of 2008], [official, introduced, A bill to provide veterans with individualized notice about available benefits, to streamline application processes for the benefits, and for other purposes.]]",PRO-VETS Act of 2008
96,bill,senate_bill,S.,110,referred,2008-09-29,"This bill was introduced on September 29, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3653,,145545,2008-09-29,False,False,https://www.govtrack.us/congress/bills/110/s3653,False,"[[datetime.datetime(2008, 9, 29, 0, 0), 2, Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry., <action datetime=""2008-09-29"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.</text>
    </action>
  ]]",bill,3653,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3653:,S. 3653 (110th): Dairy COOL Act of 2008,Dairy COOL Act of 2008,"[[short, introduced, Dairy COOL Act of 2008], [official, introduced, A bill to amend the Agricultural Marketing Act of 1946 to provide for country of origin labeling for dairy products.]]",Dairy COOL Act of 2008
97,bill,senate_bill,S.,110,referred,2007-07-13,"This bill was introduced on July 13, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1787,,145621,2007-07-13,False,False,https://www.govtrack.us/congress/bills/110/s1787,False,"[[datetime.datetime(2007, 7, 13, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2007-07-13"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,1787,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s1787:,"S. 1787 (110th): Rural Students College, Career, and Community Readiness Act of 2007","Rural Students College, Career, and Community Readiness Act of 2007","[[short, introduced, Rural Students College, Career, and Community Readiness Act of 2007], [official, introduced, A bill to conduct 1 or more higher education and career readiness demonstration projects for rural, low-income students.]]","Rural Students College, Career, and Community Readiness Act of 2007"
98,resolution,senate_concurrent_resolution,S.Con.Res.,110,referred,2008-09-24,"This resolution was introduced on September 24, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S.Con.Res. 103,,145622,2008-09-24,False,False,https://www.govtrack.us/congress/bills/110/sconres103,False,"[[datetime.datetime(2008, 9, 24, 0, 0), 2, Referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2008-09-24"" state=""REFERRED"">
      <text>Referred to the Committee on Health, Education, Labor, and Pensions.</text>
      <reference ref=""CR S9425-9426"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,103,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[110, 111]",False,Senator from New York,,2009-01-21,,3916,,Democrat,300022,,senator,Senator,class1,Class 1,,2007-01-04,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:sconres103:,S.Con.Res. 103 (110th): A concurrent resolution recognizing the 10th anniversary of the establishment of the Minority AIDS Initiative.,A concurrent resolution recognizing the 10th anniversary of the establishment of the Minority AIDS Initiative.,"[[official, introduced, A concurrent resolution recognizing the 10th anniversary of the establishment of the Minority AIDS Initiative.]]",A concurrent resolution recognizing the 10th anniversary of the establishment of the Minority AIDS Initiative.
